Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1989,4,21,5,833,834,916,925,AA,337,,43,51,,-9,-1,CAE,RDU,188,,,0,,0,,,,,
1989,9,17,7,1930,1930,2030,2025,HP,43,,60,55,,5,0,LAS,LAX,236,,,0,,0,,,,,
1989,10,26,4,1922,1920,2123,2108,US,1802,,121,108,,15,2,MIA,CLT,650,,,0,,0,,,,,
1989,12,20,3,2315,2135,35,2250,US,466,,80,75,,105,100,PIT,BTV,454,,,0,,0,,,,,
1989,9,28,4,1155,1155,1239,1235,AS,605,,44,40,,4,0,TUS,PHX,110,,,0,,0,,,,,
1989,4,6,4,150,150,720,721,NW,548,,210,211,,-1,0,LAX,MEM,1619,,,0,,0,,,,,
1989,11,8,3,1206,1140,1338,1312,UA,1295,,92,92,,26,26,BOS,IAD,413,,,0,,0,,,,,
1989,1,1,7,1033,955,1133,1100,HP,422,,60,65,,33,38,PHX,ELP,347,,,0,,0,,,,,
1989,12,28,4,1435,1430,1635,1643,AA,410,,120,133,,-8,5,DFW,ORD,802,,,0,,0,,,,,
1989,8,13,7,1823,1824,1900,1903,AA,684,,37,39,,-3,-1,SAV,JAX,117,,,0,,0,,,,,
1989,11,1,3,1158,1200,1748,1752,UA,550,,230,232,,-4,-2,LAX,ORD,1745,,,0,,0,,,,,
1989,8,25,5,1332,1335,1417,1426,UA,1470,,45,51,,-9,-3,IAD,PHL,134,,,0,,0,,,,,
1989,6,24,6,1601,1600,1720,1724,AA,146,,79,84,,-4,1,DFW,HRL,461,,,0,,0,,,,,
1989,8,15,2,1035,1030,1241,1242,TW,679,,126,132,,-1,5,STL,SAT,786,,,0,,0,,,,,
1989,1,15,7,952,954,1131,1121,TW,335,,159,147,,10,-2,BWI,STL,737,,,0,,0,,,,,
1989,4,5,3,658,700,740,742,PI,1038,,42,42,,-2,-2,CAK,DAY,162,,,0,,0,,,,,
1989,8,7,1,731,705,817,756,US,1792,,46,51,,21,26,FLL,MCO,178,,,0,,0,,,,,
1989,5,3,3,602,600,818,801,US,2753,,136,121,,17,2,PHX,SFO,651,,,0,,0,,,,,
1989,3,4,6,630,630,726,723,DL,185,,56,53,,3,0,ATL,JAX,270,,,0,,0,,,,,
1989,11,21,2,2045,2045,2240,2246,DL,260,,55,61,,-6,0,MOB,ATL,302,,,0,,0,,,,,
1989,10,19,4,1313,1300,1507,1453,UA,737,,114,113,,14,13,ORD,OKC,,,,0,,0,,,,,
1989,3,7,2,659,700,730,755,AA,350,,91,115,,-25,-1,TPA,BNA,612,,,0,,0,,,,,
1989,12,21,4,1222,1045,1230,1048,EA,671,,68,63,,102,97,ATL,PNS,272,,,0,,0,,,,,
1989,12,5,2,753,753,749,757,AA,974,,56,64,,-8,0,ATL,BNA,214,,,0,,0,,,,,
1989,6,29,4,755,755,906,905,DL,1173,,71,70,,1,0,ICT,DFW,328,,,0,,0,,,,,
1989,9,2,6,1432,1432,1555,1558,DL,504,,83,86,,-3,0,CVG,ORF,485,,,0,,0,,,,,
1989,12,7,4,1536,1510,1655,1629,US,643,,79,79,,26,26,BOS,PHL,280,,,0,,0,,,,,
1989,8,21,1,933,930,1042,1044,US,432,,69,74,,-2,3,PHL,BOS,280,,,0,,0,,,,,
1989,11,6,1,925,910,1033,1014,NW,611,,188,184,,19,15,MSP,GEG,1175,,,0,,0,,,,,
1989,6,5,1,1101,1100,1220,1212,US,2825,,79,72,,8,1,LAX,SFO,337,,,0,,0,,,,,
1989,11,27,1,1840,1840,2038,2036,DL,325,,238,236,,2,0,ATL,SLC,1589,,,0,,0,,,,,
1989,2,28,2,1830,1830,1951,1942,PA (1),544,,81,72,,9,0,LGA,BOS,185,,,0,,0,,,,,
1989,7,8,6,945,945,1402,1410,DL,224,,197,205,,-8,0,DFW,EWR,1372,,,0,,0,,,,,
1989,8,2,3,1329,1320,1613,1602,AA,978,,104,102,,11,9,ORD,ROC,528,,,0,,0,,,,,
1989,10,26,4,751,755,856,847,NW,1066,,65,52,,9,-4,MSP,GRB,252,,,0,,0,,,,,
1989,1,7,6,745,745,903,852,UA,511,,78,67,,11,0,ORD,DSM,299,,,0,,0,,,,,
1989,11,27,1,725,715,1300,1259,UA,432,,215,224,,1,10,SAN,ORD,1723,,,0,,0,,,,,
1989,2,4,6,1929,1915,1934,1923,NW,325,,65,68,,11,14,SDF,BHM,323,,,0,,0,,,,,
1989,5,28,7,723,725,757,758,AA,1257,,34,33,,-1,-2,SRQ,RSW,77,,,0,,0,,,,,
1989,7,9,7,552,554,707,702,TW,412,,75,68,,5,-2,TUL,STL,351,,,0,,0,,,,,
1989,4,9,7,1950,1940,2058,2045,HP,1266,,68,65,,13,10,SNA,PHX,338,,,0,,0,,,,,
1989,2,14,2,1434,1351,1505,1419,EA,996,,31,28,,46,43,STT,STX,45,,,0,,0,,,,,
1989,3,16,4,1553,1550,1726,1726,US,421,,93,96,,0,3,BOS,PIT,496,,,0,,0,,,,,
1989,1,27,5,1038,1040,1319,1329,UA,972,,101,109,,-10,-2,DEN,FAR,627,,,0,,0,,,,,
1989,9,5,2,1645,1645,1822,1814,CO,514,,97,89,,8,0,CLE,LGA,418,,,0,,0,,,,,
1989,2,18,6,1850,1850,2029,2023,EA,619,,99,93,,6,0,CMH,ATL,446,,,0,,0,,,,,
1989,9,10,7,720,720,855,902,DL,578,,95,102,,-7,0,MIA,ATL,595,,,0,,0,,,,,
1989,8,1,2,1801,1750,1930,1938,US,27,,269,288,,-8,11,PIT,LAX,2136,,,0,,0,,,,,
1989,5,19,5,2058,2033,2315,2249,TW,596,,77,76,,26,25,STL,TOL,399,,,0,,0,,,,,
1989,10,26,4,1834,1830,2012,2019,AA,871,,98,109,,-7,4,ORD,TUL,585,,,0,,0,,,,,
1989,5,31,3,1423,1255,1715,1517,CO,766,,172,142,,118,88,MLB,EWR,943,,,0,,0,,,,,
1989,5,12,5,1658,1655,1808,1803,PI,1457,,70,68,,5,3,RIC,LGA,292,,,0,,0,,,,,
1989,5,19,5,1546,1545,1621,1611,UA,759,,95,86,,10,1,OMA,DEN,472,,,0,,0,,,,,
1989,5,23,2,1900,1900,2105,2110,WN,397,,65,70,,-5,0,PHX,ELP,347,,,0,,0,,,,,
1989,11,3,5,826,821,934,920,AA,1439,,68,59,,14,5,RNO,SJC,188,,,0,,0,,,,,
1989,10,11,3,1320,1320,1600,1602,NW,1427,,100,102,,-2,0,MSP,DAY,574,,,0,,0,,,,,
1989,11,25,6,1835,1835,1938,1935,DL,174,,63,60,,3,0,CHS,ATL,259,,,0,,0,,,,,
1989,9,13,3,825,825,1008,1000,AS,62,,103,95,,8,0,ANC,JNU,571,,,0,,0,,,,,
1989,7,6,4,1125,1100,1238,1219,UA,1109,,73,79,,19,25,SFO,LAX,337,,,0,,0,,,,,
1989,6,9,5,1845,1845,2006,2005,AA,814,,81,80,,1,0,SNA,SFO,372,,,0,,0,,,,,
1989,12,21,4,1515,1515,1715,1710,WN,728,,60,55,,5,0,LAS,PHX,256,,,0,,0,,,,,
1989,12,27,3,2018,2005,2142,2133,DL,1002,,84,88,,9,13,MEM,DFW,432,,,0,,0,,,,,
1989,3,13,1,1347,1347,1937,1945,AA,436,,230,238,,-8,0,SEA,ORD,1721,,,0,,0,,,,,
1989,10,12,4,1336,1333,1630,1630,TW,586,,114,117,,0,3,STL,MDT,733,,,0,,0,,,,,
1989,10,28,6,1134,755,1559,1203,NW,444,,205,188,,236,219,MSP,TPA,1307,,,0,,0,,,,,
1989,10,12,4,1840,1839,1921,1924,AA,25,,161,165,,-3,1,DFW,LAS,1055,,,0,,0,,,,,
1989,8,1,2,755,755,934,935,CO,753,,99,100,,-1,0,EWR,CMH,462,,,0,,0,,,,,
1989,12,1,5,1518,1520,1631,1638,NW,641,,73,78,,-7,-2,BUF,DTW,240,,,0,,0,,,,,
1989,11,2,4,935,940,1228,1240,NW,994,,173,180,,-12,-5,MIA,DTW,1145,,,0,,0,,,,,
1989,1,8,7,1340,1310,2048,2043,UA,54,,248,273,,5,30,LAX,IAD,2288,,,0,,0,,,,,
1989,11,8,3,841,840,951,957,UA,841,,130,137,,-6,1,DEN,PSP,776,,,0,,0,,,,,
1989,2,25,6,4,1,39,31,TW,72,,35,30,,8,3,ONT,LAX,47,,,0,,0,,,,,
1989,8,11,5,634,634,623,625,DL,1166,,49,51,,-2,0,ATL,BNA,214,,,0,,0,,,,,
1989,7,31,1,920,920,1051,1105,AS,163,,91,105,,-14,0,SJC,PDX,569,,,0,,0,,,,,
1989,9,2,6,1757,1750,1918,1907,US,1858,,81,77,,11,7,JFK,ROC,264,,,0,,0,,,,,
1989,10,11,3,1320,1310,2105,2055,HP,292,,285,285,,10,10,PHX,JFK,2153,,,0,,0,,,,,
1989,9,13,3,703,705,750,756,US,1792,,47,51,,-6,-2,FLL,MCO,178,,,0,,0,,,,,
1989,5,25,4,700,700,752,800,WN,435,,52,60,,-8,0,HOU,MSY,303,,,0,,0,,,,,
1989,4,4,2,625,625,645,651,DL,1803,,20,26,,-6,0,BTM,BZN,65,,,0,,0,,,,,
1989,8,22,2,1420,1415,1635,1618,UA,207,,255,243,,17,5,LGA,DEN,1619,,,0,,0,,,,,
1989,11,6,1,640,640,847,837,EA,121,,127,117,,10,0,PHL,ATL,665,,,0,,0,,,,,
1989,3,14,2,1342,1342,1915,1934,TW,444,,213,232,,-19,0,SFO,STL,1736,,,0,,0,,,,,
1989,5,8,1,2130,2130,2215,2225,WN,61,,45,55,,-10,0,DAL,HOU,239,,,0,,0,,,,,
1989,9,8,5,545,545,658,655,WN,123,,73,70,,3,0,LAX,PHX,370,,,0,,0,,,,,
1989,7,5,3,1530,1530,1619,1620,WN,337,,49,50,,-1,0,DAL,IAH,217,,,0,,0,,,,,
1989,12,4,1,1812,1815,2047,2045,US,436,,95,90,,2,-3,STL,PIT,553,,,0,,0,,,,,
1989,8,28,1,1822,1810,1942,1937,US,2925,,80,87,,5,12,SFO,SAN,447,,,0,,0,,,,,
1989,4,11,2,1730,1730,2144,2200,CO,502,,194,210,,-16,0,IAH,LGA,1416,,,0,,0,,,,,
1989,12,22,5,1837,1805,2014,1928,DL,608,,97,83,,46,32,TPA,ATL,406,,,0,,0,,,,,
1989,8,23,3,939,930,1005,1012,CO,565,,26,42,,-7,9,DEN,COS,72,,,0,,0,,,,,
1989,11,2,4,1915,1915,1913,1920,WN,810,,58,65,,-7,0,PHX,SAN,304,,,0,,0,,,,,
1989,1,25,3,715,715,747,744,UA,487,,92,89,,3,0,OMA,DEN,472,,,0,,0,,,,,
1989,6,24,6,700,700,811,820,WN,602,,71,80,,-9,0,PHX,LAX,370,,,0,,0,,,,,
1989,10,28,6,1713,1715,1913,1926,UA,552,,120,131,,-13,-2,DFW,ORD,802,,,0,,0,,,,,
1989,2,23,4,704,700,848,900,AA,837,,164,180,,-12,4,CLE,DFW,1021,,,0,,0,,,,,
1989,7,11,2,2024,2021,2146,2128,TW,275,,142,127,,18,3,BWI,STL,737,,,0,,0,,,,,
1989,7,17,1,1658,1658,2037,2030,DL,140,,159,152,,7,0,DFW,FLL,1119,,,0,,0,,,,,
1989,2,26,7,650,645,1146,1220,NW,572,,176,215,,-34,5,SMF,MSP,1518,,,0,,0,,,,,
1989,8,14,1,1358,1400,1513,1518,AA,522,,75,78,,-5,-2,LAX,SFO,337,,,0,,0,,,,,
1989,10,1,7,1430,1345,1558,1512,PA (1),481,,88,87,,46,45,SFO,LAX,337,,,0,,0,,,,,
1989,4,4,2,1345,1345,1418,1430,NW,749,,93,105,,-12,0,DTW,MSP,528,,,0,,0,,,,,
1989,11,21,2,1351,1351,1551,1557,TW,494,,60,66,,-6,0,STL,SDF,254,,,0,,0,,,,,
1989,7,22,6,1708,1650,1810,1752,US,157,,62,62,,18,18,ROC,PHL,257,,,0,,0,,,,,
1989,5,1,1,1223,1220,1634,1628,AA,414,,131,128,,6,3,TUS,DFW,813,,,0,,0,,,,,
1989,6,15,4,1640,1605,1801,1724,US,240,,81,79,,37,35,CLE,BDL,475,,,0,,0,,,,,
1989,12,7,4,1327,1325,1424,1420,WN,248,,57,55,,4,2,HRL,AUS,273,,,0,,0,,,,,
1989,8,3,4,1444,1437,1823,1815,AA,296,,159,158,,8,7,DFW,PIT,1068,,,0,,0,,,,,
1989,3,30,4,2115,2115,2304,2315,WN,991,,49,60,,-11,0,LAS,PHX,256,,,0,,0,,,,,
1989,12,15,5,921,910,1215,1229,UA,1619,,294,319,,-14,11,SFO,OGG,2338,,,0,,0,,,,,
1989,1,15,7,2010,2010,2233,2245,EA,411,,143,155,,-12,0,PHL,FLL,992,,,0,,0,,,,,
1989,8,12,6,755,755,859,905,DL,1173,,64,70,,-6,0,ICT,DFW,328,,,0,,0,,,,,
1989,6,26,1,800,800,1010,1017,PA (1),440,,310,317,,-7,0,MIA,LAX,2342,,,0,,0,,,,,
1989,5,4,4,1335,1335,1536,1514,CO,799,,121,99,,22,0,EWR,DTW,487,,,0,,0,,,,,
1989,8,23,3,733,735,812,811,TW,73,,99,96,,1,-2,CLE,STL,487,,,0,,0,,,,,
1989,7,17,1,705,705,1010,1003,CO,700,,125,118,,7,0,ORD,EWR,719,,,0,,0,,,,,
1989,12,4,1,830,830,1059,1100,DL,824,,89,90,,-1,0,MSY,MCO,550,,,0,,0,,,,,
1989,4,27,4,920,920,1102,1051,DL,941,,102,91,,11,0,ORF,ATL,516,,,0,,0,,,,,
1989,8,3,4,1015,1015,1255,1255,CO,540,,100,100,,0,0,MSP,CLE,622,,,0,,0,,,,,
1989,6,5,1,1003,945,1111,1045,WN,734,,68,60,,26,18,PHX,SAN,304,,,0,,0,,,,,
1989,6,25,7,2029,2025,2302,2310,AA,402,,93,105,,-8,4,ORD,ROC,528,,,0,,0,,,,,
1989,12,2,6,1529,1525,1810,1818,TW,440,,101,113,,-8,4,STL,DCA,719,,,0,,0,,,,,
1989,4,16,7,1217,1205,1436,1425,WN,803,,79,80,,11,12,ELP,AUS,528,,,0,,0,,,,,
1989,3,30,4,2200,2200,2210,2210,HP,381,,70,70,,0,0,SLC,LAS,368,,,0,,0,,,,,
1989,1,8,7,1109,1111,1142,1141,AA,1118,,33,30,,1,-2,CMH,CAK,99,,,0,,0,,,,,
1989,7,31,1,700,700,831,825,CO,346,,91,85,,6,0,CMH,EWR,462,,,0,,0,,,,,
1989,5,21,7,1454,1445,1558,1551,US,428,,64,66,,7,9,DCA,PVD,357,,,0,,0,,,,,
1989,5,8,1,1939,1936,2132,2125,TW,553,,173,169,,7,3,BOS,STL,1046,,,0,,0,,,,,
1989,6,28,3,1305,1255,1632,1614,AA,442,,147,139,,18,10,DFW,CLT,936,,,0,,0,,,,,
1989,9,19,2,627,627,827,819,AA,1149,,120,112,,8,0,ALB,RDU,544,,,0,,0,,,,,
1989,1,22,7,1752,1747,1902,1900,PI,1162,,70,73,,2,5,CLT,DCA,331,,,0,,0,,,,,
1989,1,27,5,1745,1745,1908,1856,DL,1607,,83,71,,12,0,LAX,SFO,337,,,0,,0,,,,,
1989,12,21,4,1415,1328,1645,1607,TW,360,,90,99,,38,47,STL,ATL,483,,,0,,0,,,,,
1989,3,6,1,,700,,747,US,176,,,47,,,,MDT,PIT,185,,,1,,0,,,,,
1989,8,4,5,1224,1225,1455,1459,AA,687,,211,214,,-4,-1,BDL,DFW,1471,,,0,,0,,,,,
1989,6,19,1,730,730,833,830,HP,230,,63,60,,3,0,ONT,PHX,325,,,0,,0,,,,,
1989,10,23,1,1530,1530,1626,1631,AA,1209,,56,61,,-5,0,RDU,CHS,217,,,0,,0,,,,,
1989,4,28,5,1530,1530,1625,1625,WN,38,,55,55,,0,0,HOU,DAL,239,,,0,,0,,,,,
1989,12,29,5,1135,1120,1305,1255,CO,1240,,90,95,,10,15,PHX,DEN,602,,,0,,0,,,,,
1989,9,23,6,825,825,955,933,DL,1770,,90,68,,22,0,LAX,SFO,337,,,0,,0,,,,,
1989,8,2,3,2132,2020,2240,2133,DL,757,,68,73,,67,72,RDU,ATL,356,,,0,,0,,,,,
1989,12,18,1,1710,1710,2132,2135,WN,717,,142,145,,-3,0,LAS,SAT,1069,,,0,,0,,,,,
1989,4,7,5,1450,1450,1630,1637,AA,875,,100,107,,-7,0,ORD,TUL,585,,,0,,0,,,,,
1989,10,27,5,650,650,842,820,US,1116,,112,90,,22,0,TPA,CLT,508,,,0,,0,,,,,
1989,4,21,5,1420,1405,1524,1510,AS,166,,64,65,,14,15,SFO,BUR,326,,,0,,0,,,,,
1989,8,2,3,2004,2005,2248,2258,UA,490,,104,113,,-10,-1,ORD,RDU,647,,,0,,0,,,,,
1989,8,28,1,1059,1100,1145,1140,CO,1670,,46,40,,5,-1,SEA,PDX,129,,,0,,0,,,,,
1989,1,24,2,1400,1400,1610,1622,EA,178,,130,142,,-12,0,MIA,DCA,920,,,0,,0,,,,,
1989,11,15,3,2106,1955,2311,2107,US,168,,125,72,,124,71,DCA,CLT,331,,,0,,0,,,,,
1989,10,24,2,1725,1700,1838,1820,US,1641,,73,80,,18,25,JFK,ORF,289,,,0,,0,,,,,
1989,6,2,5,1205,1205,1418,1410,DL,819,,133,125,,8,0,ORD,DFW,802,,,0,,0,,,,,
1989,11,16,4,,1700,,1850,US,1173,,,110,,,,LGA,CLT,544,,,1,,0,,,,,
1989,11,28,2,1753,1750,1836,1833,US,272,,43,43,,3,3,DAY,CAK,162,,,0,,0,,,,,
1989,9,20,3,1512,1510,1619,1622,UA,645,,67,72,,-3,2,ABQ,DEN,349,,,0,,0,,,,,
1989,6,15,4,1330,1318,1449,1440,DL,237,,79,82,,9,12,DFW,JAN,408,,,0,,0,,,,,
1989,1,30,1,1915,1725,2000,1815,NW,738,,45,50,,105,110,DTW,CMH,155,,,0,,0,,,,,
1989,1,2,1,2120,2040,2329,2241,TW,100,,69,61,,48,40,STL,IND,229,,,0,,0,,,,,
1989,5,8,1,1650,1650,1750,1750,DL,1047,,60,60,,0,0,PIT,CVG,256,,,0,,0,,,,,
1989,1,21,6,1127,1130,1325,1334,UA,590,,58,64,,-9,-3,ORD,DTW,235,,,0,,0,,,,,
1989,3,6,1,1918,1920,2037,2032,UA,1487,,79,72,,5,-2,SMF,LAX,373,,,0,,0,,,,,
1989,10,18,3,,1015,,1059,DL,979,,,44,,,,CHA,ATL,106,,,1,,0,,,,,
1989,11,10,5,1923,1906,2210,2158,AA,1222,,107,112,,12,17,BNA,PHL,675,,,0,,0,,,,,
1989,3,7,2,1307,1240,1546,1540,CO,1818,,159,180,,6,27,MIA,EWR,1086,,,0,,0,,,,,
1989,12,5,2,918,918,1044,1050,EA,516,,86,92,,-6,0,ATL,ORF,516,,,0,,0,,,,,
